Response ID,Time Started,Date Submitted,Referer,IP Address Hash,IP Country,IP City,IP State/Region,Residency,Black/African American:Race/Ethnicity (check any that apply),Asian:Race/Ethnicity (check any that apply),"LatinX (Hispanic, Latino, or Spanish):Race/Ethnicity (check any that apply)",Middle Eastern/North African:Race/Ethnicity (check any that apply),Native American:Race/Ethnicity (check any that apply),Pacific Islander:Race/Ethnicity (check any that apply),White:Race/Ethnicity (check any that apply),"I consider myself a member of an historically excluded group (e.g. Person of Color, LGBTQ)",Age,Gender,Mental Health Issues:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Homelessness:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Substance Abuse:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Protests and Demonstrations:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Traffic:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Intimate Partner Violence:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Other - Write In:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Other - Write In:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,"Do you believe police officers treat every community member with equal fairness and respect without considering their race, gender, age, religion or sexual orientation?","Have you or someone you know experienced  physical mistreatment, harassment, or intimidation by a police officer?","If yes, please elaborate","Requiring de-escalation and strict guidelines on using force, especially deadly force:Please indicate which of the following changes to policing you support:",Requiring mandatory body camera use and the automatic release of bodycam footage with 30 days of any major incident:Please indicate which of the following changes to policing you support:,"Publicly releasing all data on police interactions that require filing a report, including the race of the community members?:Please indicate which of the following changes to policing you support:","Ending profiling, ""Stop and Frisk"", and policing of minor issues:Please indicate which of the following changes to policing you support:",Requiring strong civilian oversight boards that can set policy and investigate complaints:Please indicate which of the following changes to policing you support:,"Prioritizing resources towards rigorous training to reinforce policies, including testing for bias in shoot/don't shoot decision making:Please indicate which of the following changes to policing you support:","Banning No Knock, and Knock and Enter warrants:Please indicate which of the following changes to policing you support:","Restricting the purchase, use, and deployment of military equipment:Please indicate which of the following changes to policing you support:",Removing any barriers in police contracts to effective misconduct investigations and civilian oversight:Please indicate which of the following changes to policing you support:,"Has anyone stolen something from you, your car, or your residence in the past 12 months, or have you been the victim of a crime?",How many times have you been involved in a traffic stop with a member of the Saratoga Springs Police Department?,How many times have you had contact with a member of the Saratoga Springs Police Department for something other than a traffic stop?,The SSPD listens to local residents and understands the issues that affect your neighborhood:Do you agree with the following statements?,The SSPD works together with community members to solve local problems.:Do you agree with the following statements?,I trust the SSPD to make decisions that are good for everyone in our city:Do you agree with the following statements?,The SSPD is effective at fighting crime:Do you agree with the following statements?,I trust the SSPD to investigate and discipline its own officers:Do you agree with the following statements?,"If I have a complaint against SSPD, I am confident it will be acted on objectively and respectfully:Do you agree with the following statements?",I can count on the SSPD to be there when I need them:Do you agree with the following statements?,"SSPD Officers uniformly treat people with fairness and respect without considering their race, gender, age, religion or sexual orientation:Do you agree with the following statements?",I approve of having police patrol my local neighborhood daily:Do you agree with the following statements?,I would like more officers moved from cars to out on foot patrol walking a beat:Do you agree with the following statements?,"Overall, how satisfied are you with the Saratoga Springs Police Department?",How would you improve the SSPD?,Entered Email
1723,"Feb 19, 2021 3:59:33 PM","Feb 19, 2021 4:04:29 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,PfV9fHkcNXP1PKDSkAmSsA==,United States,Richfield Springs,NY,2,,,,,,,7,0,5,2,1,,,,,,,,1,0,,1,0,1,0,0,0,0,0,1,0,1,0,3,3,4,4,4,4,3,4,5,5,4,,Yes
1724,"Feb 19, 2021 4:00:50 PM","Feb 19, 2021 4:06:26 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,MjR3C8ZIuiy0u+M61iz6YQ==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,1,1,1,1,,,,,,2,0,,2,1,0,0,0,1,1,0,1,0,0,1,4,4,4,4,4,4,4,3,5,3,5,,Yes
1725,"Feb 19, 2021 4:03:08 PM","Feb 19, 2021 4:09:03 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,Mlc1CxFrcvdTwm/0Fvi9mg==,United States,Latham,NY,2,,,,,,,7,0,5,2,1,1,,,,,,,1,0,,0,2,0,0,0,2,0,0,2,0,0,1,4,4,4,4,4,4,4,4,4,3,5,Hire more officers,Yes
1726,"Feb 19, 2021 4:05:04 PM","Feb 19, 2021 4:08:59 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,sM/XytIi6LhMBlEql0IUWA==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,1,,,,,,,,,2,0,,1,1,1,0,2,1,2,2,1,1,1,2,4,4,4,4,4,4,4,3,4,3,4,,Yes
1727,"Feb 19, 2021 4:13:16 PM","Feb 19, 2021 4:38:16 PM",https://mailchi.mp/,YWNORwrisPM0eZgd8bD4nw==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,1,1,1,1,,,,,,0,1,I know people of color who have not been treated with dignity and respect. If the dally this past July had been all white people there would have never been any tear gassing of people.,1,1,1,1,1,1,1,1,1,0,0,4,4,5,3,3,1,4,5,2,4,4,5,"My answers are based on my whiteness. I know people of color have had a different experience.  I can say that wherever I have personally called on the SSPD they have been very helpful, courteous and a pleasure to deal with.  To improve the SSPD I would enact a policy which mandates that whenever a SSPD Officer is involved in an interaction with a civilian that results in serious physical injury or death there is an automatic autonomous, independent investigation by an outside agency. This would eliminate all possible appearances of any possible improprieties by anyone - the SSPD, the city, etc.   About a decade ago the FBI published a report that found that police agencies all across the US had been infiltrated by the KKK and other white nationalist groups. It should be mandated that EVERY officer be investigated to ascertain if s/he had ever been a member of such a group. If so, s/he would be dismissed immediately. Every new officer should be investigated for this background as well.  Qualified Immunity should be absolutely removed. Yes I understand that police officers sometimes have to make split second life and death decisions; so do cardiologists and many other medical personnel and they don't have Qualified Immunity.  A civilian review board with real power to investigate and subpoena witnesses and mete out disciplinary  action, all of which would be transparent to the community would improve policing as well.   ",Yes
1728,"Feb 19, 2021 4:31:30 PM","Feb 19, 2021 4:35:25 PM",http://m.facebook.com,uigR6w85JGxqKtC2V0m3GA==,United States,Fultonville,NY,1,,,,,,,7,0,4,2,,,,,,,1,None of those ,1,1,,0,0,0,0,0,0,0,0,0,1,1,1,5,5,4,4,5,5,5,5,5,5,5,They are doing great as is.  ,Yes
1729,"Feb 19, 2021 4:42:18 PM","Feb 19, 2021 4:44:35 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,cYvGKO1Fs3kpBVA44ErN1w==,United States,Fulton,NY,2,,,,,,,7,0,6,1,1,1,1,,,,,,,,,,,,,,,,,,0,0,0,5,5,5,5,5,5,5,5,3,3,5,,No
1730,"Feb 19, 2021 5:06:06 PM","Feb 19, 2021 5:09:16 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,KDp4g4cjRTyDtAlwSknC7w==,United States,Saratoga Springs,NY,2,,,,,,,7,0,5,1,,1,,,,,,,1,0,,0,2,0,0,0,0,0,0,0,0,0,0,4,4,5,4,5,4,5,5,5,3,5,,No
1731,"Feb 19, 2021 5:07:42 PM","Feb 19, 2021 5:19:14 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,91/bZe6yLZ812KckkPclog==,United States,Saratoga Springs,NY,1,,2,,,,,,0,4,1,1,1,1,,,1,1,Child abuse,1,0,,1,2,0,2,0,1,0,1,2,0,1,1,3,3,3,3,3,3,3,3,4,4,3,"Note:  Training is learning skills.  Values and ethics are nurture from home.   If you take the oath to become a police officer, there needs to be a balance.    There should be no basis related to a persons background.  We are all human beings and should be treated fair.   Peace and kindness to ALL, life is too precious to fight, we should focus on living.    Be happy!!",Yes
1732,"Feb 19, 2021 5:34:05 PM","Feb 19, 2021 5:37:30 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,YZCAKOYRHwPEfEK14y5dOA==,United States,Saratoga Springs,NY,2,,,,,,,7,0,6,1,1,1,1,,,1,,,2,0,,1,1,1,1,1,1,1,1,1,0,0,1,3,3,3,4,2,2,4,3,3,4,3,,No
1733,"Feb 19, 2021 6:33:26 PM","Feb 19, 2021 6:40:20 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,mEgo57jzf1iRpHDVXmzpTQ==,United States,Rensselaer,NY,1,,,3,,,,,1,4,1,1,1,1,1,,1,,,0,0,,1,1,1,1,1,0,2,1,1,0,1,1,4,4,3,3,3,2,4,2,4,4,4,,No
1734,"Feb 19, 2021 6:50:52 PM","Feb 19, 2021 6:56:58 PM",https://nextdoor.com/,10QgqfhcGpQHf6D13SShXw==,United States,Ballston Spa,NY,1,,,,,,,7,0,6,2,1,,1,,,,,,2,0,,1,1,2,1,1,1,1,2,1,0,1,0,3,3,4,5,4,4,5,4,5,2,5,,No
1735,"Feb 19, 2021 6:55:13 PM","Feb 19, 2021 7:07:54 PM",https://nextdoor.com/,nrbRikHkb11v2bcn56CPpQ==,United States,Saratoga Springs,NY,2,,,,,,,7,1,5,2,1,1,1,,,1,,,0,1,During an argument with my husband I dialed 911. I told them everything was ok. Do not send police. Ten minutes later a cop pulls into my driveway with the intent of making trouble. If I had not let him in I believe he would have broken the door down without a warrant. Uninvited he searched the entire  home then confronted my husband alone who was in his bathrobe at his computer unarmed. The cop spoke to him all the while with his hand on his gun as if he was going to shoot. Finally I told the cop it is time for him to leave. He looked angry and sneared at me cause I would not sign his two line report. Having the cops here was the scariest thing ever. He tried everything to escalate the situation.,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,No
1736,"Feb 19, 2021 7:03:07 PM","Feb 19, 2021 7:07:32 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,rpGC8y0rTTmny2aG5B5d1w==,United States,Saratoga Springs,NY,2,1,,,,,,,0,5,2,1,,1,,,,,,1,0,,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5,5,5,5,5,5,4,5,"If a citizen is breaking the law in any way, the SSPD should make an arrest.",No
1737,"Feb 19, 2021 7:09:15 PM","Feb 19, 2021 7:13:20 PM",https://nextdoor.com/,lKxOatKX/KYS4CtwnfXpkA==,United States,Ballston Spa,NY,1,,,,,,,7,0,5,2,,1,,,,,,,1,0,,0,1,0,0,0,0,0,0,1,0,0,0,4,5,5,5,4,4,4,5,5,4,5,let them do their jobs. ,No
1738,"Feb 19, 2021 7:21:28 PM","Feb 19, 2021 7:24:48 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,ecMJJfezaFYELNCsoLRBRA==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,1,1,1,1,,,1,,,1,0,,2,2,0,0,0,2,0,0,2,0,0,1,4,4,4,4,4,4,5,4,5,3,5,,No
1739,"Feb 19, 2021 7:22:25 PM","Feb 19, 2021 7:35:57 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,OReD43QE0o0xWLbsVNi2Lw==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,1,1,1,1,1,,,1,Intimate partner violence needs both police and social worker,2,0,,1,1,1,1,1,1,1,1,1,0,0,1,,3,3,4,3,3,4,3,3,3,4,Training in deescalation and community outreach.,Yes
1740,"Feb 19, 2021 7:26:43 PM","Feb 19, 2021 7:47:28 PM",https://l.facebook.com/,RYLsKPVK3Y4JSr6+xptGaw==,United States,Saratoga Springs,NY,1,,,,,,,7,0,3,1,1,1,1,1,,,,,2,0,,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,2,2,3,4,2,2,4,3,"We're having a lot of issues with packages getting stolen from our porch, primarily at night. It seems like the police are more concerned about giving out parking tickets than protecting citizens and their homes. For the rich, a parking ticket is just the price you have to pay to park there. With some exceptions, the police seem to be more punitive than helpful. The whole system needs work.",Yes
1741,"Feb 19, 2021 7:32:55 PM","Feb 19, 2021 7:36:57 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,muX40rYx4HD8JWrIhMD+pA==,United States,Saratoga Springs,NY,2,,,,,,,7,1,1,2,1,1,1,,,1,,,0,0,,1,1,1,1,1,1,1,1,1,1,0,2,3,3,2,3,2,1,3,2,5,3,3,,No
1742,"Feb 19, 2021 7:51:05 PM","Feb 19, 2021 7:58:24 PM",http://m.facebook.com/,efM/kuRgWv5x6Jdg+nhYWw==,United States,Johnstown,NY,2,,,,,,,7,0,5,1,1,1,1,,,,,,2,0,,1,1,2,2,2,1,1,1,1,0,0,0,3,4,4,4,3,3,4,4,4,4,4,I don't know. More officers on horseback throughout town would be a helpful addition if possible.,Yes
1743,"Feb 19, 2021 7:54:39 PM","Feb 19, 2021 7:54:39 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,A9qaudj0UqqYjxDhAwQOww==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1744,"Feb 19, 2021 7:54:48 PM","Feb 19, 2021 10:01:10 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey?fbclid=IwAR2R6yUtHBv7sMH8zeENPtWZftLiwR3wrMtG_O25hGrDyHUje477nPQFex8,V6Xz1N7HJb9lWcSCDDXSZQ==,United States,Brookline,MA,5,,,,,,,7,1,3,4,1,1,1,1,,1,,,0,1,Cops should not have guns......just last week I saw a Boston cop pull his gun out on a driver who crashed his car. They are trained to be intimidating. ,1,1,1,1,0,1,1,1,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"Abolish Police as a whole. We need community funds for education, healthcare, and agriculture. No more guns, no more deaths. ",No
1745,"Feb 19, 2021 8:06:40 PM","Feb 19, 2021 8:10:37 PM",https://nextdoor.com/,LNMDD13B8JSszMyN4G6bsw==,United States,Ballston Spa,NY,2,,,,,,,7,0,4,1,,,,,,,,,0,0,,1,1,2,2,2,1,0,0,1,0,0,1,4,3,3,3,4,3,3,3,4,4,3,,No
1746,"Feb 19, 2021 8:27:18 PM","Feb 19, 2021 8:29:35 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,r8Vrxi8rTY2yzdiDQITfBA==,United States,Saratoga Springs,NY,1,,,,,,,7,1,5,2,1,1,1,,,,,,1,0,,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,3,5,,No
1747,"Feb 19, 2021 8:30:50 PM","Feb 19, 2021 8:50:13 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,IXRAAaygPoXO0NUkU2VLAA==,United States,Fulton,NY,2,,,3,,,,,1,4,2,1,1,1,,,,,,0,1,"Too many to list, I lived in downtown Saratoga springs for 7 years and have spent a lot of time there for a lot of years prior to living there. I now live in [location redacted]. I've witnessed police physically shove people because they weren't moving fast enough for their liking, even though they were complying, to the point of pushing them to the ground, I've been stopped and given field sobriety tests AND breathalyzers  but never arrested or even given a ticket because I don't drink and drive, when asked why I was even pulled over I've been told to just ""get out of here"". The list goes on.",1,1,1,1,1,1,1,2,1,0,2,2,3,2,1,3,1,1,3,2,4,3,3,"Training and mental health assessments. Spend less money on military equipment and more on training and mental health assessments, and promote work life balance. Every officer should be skilled at self defense to lower their readiness to use deadly force, self defense skills confidence is key, for example having officers train Brazilian jiu jitsu to purple belt level.",No
1748,"Feb 19, 2021 8:37:58 PM","Feb 19, 2021 8:40:38 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,OXzKOUhoNVzr0z0JI/29mA==,United States,Ballston Spa,NY,1,,,,,,,7,0,,1,1,1,1,,,1,,,2,0,,1,1,0,1,2,1,0,1,2,,,,,,,,,,,,,,,,No
1749,"Feb 19, 2021 8:43:35 PM","Feb 19, 2021 9:17:03 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,C5wh6K1H4QKVp2BN+wCe5A==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,1,1,1,1,,,,1,child with arrested parent,0,1,"I saw intimidation, and stayed and watched for 10 minutes. My personal experience with the officers of the SSPD has been excellent and I have found  those I've interacted with to be effective, courteous and professional. However, 8 police vehicles appeared in succession one afternoon at downtown P.Chopper due to the presence of an older man who appeared to be an alcoholic or under the influence but alone and clearly unwell.  I had come out of the store a few minutes earlier and was walking over to my car across the street.  The first officer on the scene carried a very large gun and appeared to scare the man-- it may just have been from his harsh tone of voice which I heard, I did not hear the words.  When the officer spoke to him, he crumpled and fell against the doorway or other exterior of the building.  the officer stayed there for the 10 minutes I did, perhaps waiting for someone to come get the man, whom I am sure the department was familiar with like so many others,   He certainly did no appear to pose any threat whatsoever to anyone,  and did not warrant any aggressive behavior or words to my  untrained layperson eyes, and even I felt intimidated as so many patrol cars continued to pull up and park as though this was a major crime scene. I became afraid something might go wrong with so many responding to what appeared to be so little.  I also wondered why so many officers were so close by and attributed it to a quiet day or new shift just starting, but they continued to show up, apparently  without receipt of communication to the contrary.    I suspect a nearby resident complained of the mere presence of this person.  But absent the commission of a crime I believe a person residing downtown should expect and share the public right of way with others and respect that person, and tolerate and help if possible, even if it is by saying hello and walking on.  I feel strongly that there  are too many police patrolling this city,  Even when I rented on Ludlow Street officers went by multiple times a day at all times of the year.  ",1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,,,No
1750,"Feb 19, 2021 8:47:17 PM","Feb 19, 2021 8:51:43 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,aWA0TpwScr/AMe7YhkVnZQ==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,1,,1,,,,,,,1,0,,2,1,1,0,0,0,2,0,2,0,0,0,5,5,5,5,5,5,5,5,5,3,5,,No
1751,"Feb 19, 2021 9:02:39 PM","Feb 19, 2021 9:14:03 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey?fbclid=IwAR0oZQQDXzkDw9TtDMM4fmzJOJTOeX9-4VnYlIEQl9PWUxZWEf58E9ZHI5k,6PH0J2dvKgo8DNeBXW1PBQ==,United States,Troy,NY,2,,,,,,,7,0,5,1,1,1,1,1,1,1,1,Diversity issues,0,1,Young men of color have been stopped on their walk across the 112th street bridge from Troy to Cohoes. They were asked to turn around and go back home to Troy. Similar situation happened to young people of color as they were crossing the bridge from North Troy into Waterford.,1,1,2,1,1,1,1,1,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,"I love in Saratoga County, but in Saratoga Springs itself, so have not comments at this time. Thank for asking residents for this information. Please use it wisely and positively for the ALL residents and in particular those of minority individuals.",No
1752,"Feb 19, 2021 9:07:17 PM","Feb 19, 2021 9:44:09 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,M9MjxpFsQrR4I+sxlXPdxw==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,2,1,1,1,,,,,,0,1,"A Black friend of mine recently recounted a story of being pulled over for going 5mph over the speed limit. After the officer pulled him over, two more officers arrived on the scene for a total of three police vehicles. ",1,1,1,1,1,1,1,1,1,0,1,2,5,3,2,4,1,2,5,2,5,5,4,"More foot patrol, more of an effort to combat local drug dealers.",No
1753,"Feb 19, 2021 9:08:09 PM","Feb 19, 2021 9:11:45 PM",https://nextdoor.com/,boZ9lkfOy5PviHac/80YGA==,United States,Saratoga Springs,NY,1,,,,4,,,,1,4,1,1,1,1,,,,1,Issues related to student behaviors in schools,0,1,,1,1,1,1,1,1,1,1,1,0,0,2,3,3,2,3,1,3,3,3,1,4,3,More transparency and greater diversity,Yes
1754,"Feb 19, 2021 9:47:25 PM","Feb 19, 2021 10:01:27 PM",https://nextdoor.com/,Gf4MSL2d9mq1pdqwk3U84A==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,1,1,,,,,,,0,1,,1,1,2,1,0,1,2,1,1,0,0,1,4,3,3,4,2,3,4,3,3,1,4,,No
1755,"Feb 19, 2021 10:50:59 PM","Feb 19, 2021 10:50:59 PM",http://m.facebook.com/,lZrwh+mhPZOGyZ8x4JfG1A==,United States,Saratoga Springs,NY,2,,,,,,,7,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1756,"Feb 19, 2021 11:35:58 PM","Feb 19, 2021 11:40:16 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,59Ldq3pftVJdn1vVNBNuCg==,United States,Saratoga Springs,NY,2,,,,,,,,0,4,2,,1,,,,,,,1,0,,0,2,0,0,2,0,0,0,0,0,1,4,5,4,5,5,4,4,5,5,5,3,5,,No
1757,"Feb 19, 2021 11:50:17 PM","Feb 19, 2021 11:59:16 PM",http://m.facebook.com,K9LZXfm+f7PZGJIaCBCZ5Q==,United States,Saratoga Springs,NY,2,,,,,,,7,0,3,1,1,1,1,1,,1,,,0,1,"Police officers out at night on Caroline street during the track season and summer weekends. Not helping residents in need and laughing at others misfortunes. When needing assistance and asking they have barely made an effort to help.   I have had a situation where [personally identifiable incident redacted]. They locked the bar doors [name and location redacted]) we then saw police officers getting let in, go up to the bar and taking shots! [personally identifiable information redacted] Police officer wouldn't help, we watched them take shots, it was the most disrespectful thing I have seen happen. ",1,1,1,1,1,1,1,2,2,0,0,1,2,2,2,4,1,1,3,2,3,3,2,"Not give privileges to white males, seniority and rank just because their family members are part of duty. ",No
1758,"Feb 19, 2021 11:55:20 PM","Feb 20, 2021 12:09:32 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,TJ5I3dezQa9/VOsjLh47NQ==,United States,Saratoga Springs,NY,1,1,,,,,,,1,,2,,,,,,,1,Racial profiling ,0,0,,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,3,1,1,3,3,3,5,3,,Yes
1759,"Feb 20, 2021 12:42:15 AM","Feb 20, 2021 12:42:15 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,YBW+N131Lj1+ly67oolXKQ==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1760,"Feb 20, 2021 12:55:40 AM","Feb 20, 2021 1:08:02 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,VSLqAjnMvZ81HP78SPAMaQ==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,1,1,1,1,,,1,1,,0,1,"Black coworkers treated differently than me during traffic stop. I'm really confused because they (coworkers) didn't help themselves when talking to officers. I am blonde and white but I'm also well behaved and very polite to the police. Yes sir, thank you, etc, leaving my hands still and visible. I don't know if it was police bias or a reaction to my coworker's defensiveness and attitude. :(",1,1,0,0,1,1,0,2,1,1,1,0,4,4,5,5,3,3,5,4,5,3,5,,No
1761,"Feb 20, 2021 6:50:13 AM","Feb 20, 2021 6:52:44 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,7scDkFJr3PP21CTZEpE2fw==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,2,,1,,,,,,,2,0,,0,1,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,No
1762,"Feb 20, 2021 7:45:07 AM","Feb 21, 2021 6:56:20 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,yDeMWWkzwT8i9MVgHGMOtg==,United States,Saratoga Springs,NY,2,,,,,,,7,0,5,1,1,1,,,,1,,,0,0,,1,2,0,0,1,0,1,1,1,0,0,0,3,3,4,4,3,3,4,3,5,3,5,,No
1763,"Feb 20, 2021 7:46:55 AM","Feb 20, 2021 7:50:22 AM",https://nextdoor.com/,FMZM9T21yGevVdq0lBmTnw==,United States,Saratoga Springs,NY,2,,,,,,,7,0,5,1,1,,,,,,,,2,0,,1,2,0,1,0,1,2,0,0,,,,,,,,,,,,,,,,No
1764,"Feb 20, 2021 8:11:37 AM","Feb 20, 2021 8:21:12 AM",https://nextdoor.com/,qOFjJ7C7jGiSb0S0imyV1w==,United States,Bronx,NY,1,,,,,,,7,0,6,2,,1,1,,,,1,"Not a good question since mental health issue could lead to violence.  Police 1st, SWs 2nd",2,0,,2,0,0,0,2,1,0,2,1,0,0,0,4,4,3,4,3,3,4,5,5,3,5,"Good department overall.  Police need training. In my observations of police handling homeless, teens, drunks etc over the years I have seen very professional policing.  ",No
1765,"Feb 20, 2021 8:22:12 AM","Feb 20, 2021 8:25:04 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,oJ7epGmNZ+GHJWsoLo4ePA==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,2,1,1,1,,,,,,2,0,,1,1,1,1,1,1,1,1,1,0,0,1,4,4,4,4,3,3,4,4,4,3,4,Stronger police oversight board,No
1766,"Feb 20, 2021 8:27:08 AM","Feb 20, 2021 8:30:54 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,W+1rX5Ak0tkcDWS+4IXmNg==,United States,Saratoga Springs,NY,2,,,,,,,7,0,5,1,1,1,1,,,,,,2,0,,1,1,1,1,0,1,0,1,1,0,2,0,3,4,4,3,3,3,4,3,4,4,4,,No
1767,"Feb 20, 2021 8:29:56 AM","Feb 20, 2021 8:29:56 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,nxzscYJ+cnvQDyMT90NJEQ==,United States,Ballston Spa,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1768,"Feb 20, 2021 8:47:58 AM","Feb 20, 2021 8:51:43 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,TSNm3ziB2pB53Rccm5LCSg==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,1,1,1,,,,,,,2,0,,2,1,0,1,1,1,0,1,1,0,0,1,4,4,4,4,3,3,4,3,4,4,4,,No
1769,"Feb 20, 2021 8:55:23 AM","Feb 20, 2021 8:58:31 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,81d7mxejPxuducUh+Gm53A==,United States,Ballston Spa,NY,2,,,,,,,7,0,5,1,1,,,,,,,,2,0,,1,1,1,1,1,1,2,2,2,0,2,2,4,4,4,4,4,4,4,3,5,4,4,,No
1770,"Feb 20, 2021 8:55:37 AM","Feb 20, 2021 9:02:52 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,qAi8D+4Q3Ag2X0GdgPZSnQ==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,1,,,,,1,,,0,1,"Working in the MH field I have clients who come to see me as a result of their police ""interactions"".",0,1,1,1,1,1,0,1,1,1,1,1,4,4,3,2,2,2,4,3,5,5,4,"Definitely add MH professionals in the organization. Not only to be part of the regular shifts but to also be available to debrief incidents with the officers and detectives and the whole department, including non-professional staff.",No
1771,"Feb 20, 2021 8:58:42 AM","Feb 20, 2021 9:07:31 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,qAi8D+4Q3Ag2X0GdgPZSnQ==,United States,Saratoga Springs,NY,1,,,,,,,7,1,4,2,1,1,1,,,1,,,0,1,"My spouse experienced initiation by a police officer while he was off duty and out of uniform. He stopped her for what he felt was a traffic infraction and did not initially show his badge, just his side arm.",1,1,1,1,2,1,2,1,2,0,1,2,5,4,3,4,4,4,5,4,3,4,4,Na,No
